,age,job,marital,education,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed
209,30,blue-collar,married,unknown,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
210,43,entrepreneur,married,university.degree,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
211,42,services,married,high.school,unknown,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
212,32,technician,married,professional.course,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
213,41,blue-collar,divorced,basic.9y,no,yes,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
214,28,admin.,married,university.degree,no,no,no,cellular,may,tue,3,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
215,24,services,single,university.degree,no,no,no,cellular,jul,thu,6,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
216,43,management,married,university.degree,unknown,yes,yes,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
217,30,admin.,single,university.degree,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
218,55,blue-collar,married,basic.9y,unknown,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
219,51,retired,married,basic.9y,unknown,no,no,cellular,jul,fri,1,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1
220,22,student,single,high.school,no,no,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1
221,32,entrepreneur,single,university.degree,no,no,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
222,43,admin.,married,professional.course,unknown,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
223,39,management,married,basic.6y,unknown,no,no,telephone,jun,mon,5,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
224,52,blue-collar,divorced,unknown,no,no,no,cellular,jul,tue,8,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
225,38,technician,single,professional.course,no,yes,no,cellular,may,mon,3,999,1,failure,-1.8,92.893,-46.2,1.244,5099.1
226,59,retired,married,basic.4y,no,no,no,telephone,apr,tue,4,999,0,nonexistent,-1.8,93.075,-47.1,1.453,5099.1
227,31,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
228,76,retired,single,basic.4y,no,no,no,cellular,nov,mon,4,6,1,success,-3.4,92.649,-30.1,0.715,5017.5
229,44,unknown,single,basic.9y,unknown,yes,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
230,30,blue-collar,married,unknown,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
231,32,services,married,high.school,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
232,41,unemployed,married,unknown,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1
233,33,admin.,single,university.degree,no,yes,no,cellular,aug,thu,4,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
234,59,retired,married,basic.4y,no,yes,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
235,28,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
236,33,blue-collar,single,basic.6y,no,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
237,53,services,married,high.school,unknown,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
238,41,services,married,high.school,no,no,no,cellular,mar,wed,6,999,0,nonexistent,-1.8,92.843,-50.0,1.778,5099.1
239,55,unknown,married,basic.4y,no,no,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
240,45,blue-collar,married,basic.9y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
241,35,technician,married,professional.course,no,no,no,cellular,jul,thu,4,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
242,31,services,married,high.school,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1
243,53,management,married,university.degree,no,no,no,cellular,aug,mon,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
244,35,technician,single,professional.course,no,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
245,45,blue-collar,divorced,basic.6y,unknown,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
246,34,housemaid,single,university.degree,no,no,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
247,42,admin.,married,basic.9y,no,no,no,telephone,apr,mon,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
248,36,self-employed,married,basic.9y,no,yes,yes,cellular,nov,thu,3,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
249,44,admin.,married,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
250,50,admin.,divorced,university.degree,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
251,36,admin.,married,university.degree,no,yes,no,cellular,sep,fri,1,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5
252,27,technician,married,professional.course,no,no,no,cellular,jul,thu,9,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
253,40,management,married,unknown,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
254,25,technician,single,university.degree,no,yes,yes,telephone,jun,mon,6,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1
255,29,management,married,university.degree,no,yes,yes,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
256,44,admin.,married,high.school,no,no,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
257,57,blue-collar,married,unknown,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
258,30,admin.,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
259,37,self-employed,married,university.degree,no,yes,yes,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1
260,57,technician,married,basic.9y,no,no,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
261,32,technician,married,professional.course,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
262,54,admin.,married,professional.course,no,no,no,cellular,nov,tue,2,10,1,success,-1.1,94.767,-50.8,1.035,4963.6
263,58,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
264,29,admin.,single,university.degree,unknown,yes,no,cellular,aug,tue,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
265,60,services,married,high.school,unknown,no,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
266,27,unemployed,single,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
267,30,unemployed,married,high.school,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
268,42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
269,48,housemaid,married,high.school,no,no,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
270,35,admin.,single,university.degree,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1
271,46,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
272,57,retired,unknown,basic.4y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
273,30,services,married,high.school,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
274,28,technician,single,high.school,no,yes,yes,cellular,apr,thu,4,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1
275,34,services,married,high.school,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
276,42,blue-collar,married,basic.4y,unknown,no,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
277,30,admin.,single,university.degree,no,yes,no,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
278,27,student,single,basic.9y,no,yes,no,cellular,aug,wed,1,999,0,nonexistent,-1.7,94.027,-38.3,0.9,4991.6
279,23,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
280,43,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
281,59,management,married,basic.4y,unknown,yes,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
282,31,self-employed,single,university.degree,no,no,no,cellular,aug,mon,1,999,2,failure,-1.7,94.027,-38.3,0.898,4991.6
283,43,self-employed,married,basic.9y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
284,52,technician,married,high.school,no,yes,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
285,26,housemaid,single,high.school,unknown,yes,yes,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
286,24,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
287,35,blue-collar,single,basic.6y,no,no,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8
288,59,technician,married,professional.course,no,no,no,cellular,jun,thu,4,999,1,failure,-1.7,94.055,-39.8,0.742,4991.6
289,28,blue-collar,married,basic.6y,unknown,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
290,37,blue-collar,single,basic.9y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
291,46,admin.,married,professional.course,no,no,no,cellular,apr,fri,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1
292,26,technician,single,university.degree,no,yes,no,cellular,jul,fri,3,6,2,success,-1.7,94.215,-40.3,0.861,4991.6
293,40,management,married,university.degree,no,yes,no,cellular,aug,thu,6,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
294,56,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
295,40,management,married,university.degree,no,yes,no,cellular,may,tue,1,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1
296,29,admin.,single,university.degree,no,yes,yes,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
297,28,blue-collar,single,basic.9y,no,yes,no,cellular,may,thu,1,999,1,failure,-1.8,92.893,-46.2,1.266,5099.1
298,48,technician,single,unknown,unknown,no,no,telephone,may,thu,7,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
299,28,unemployed,single,university.degree,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
300,33,technician,married,professional.course,no,no,no,telephone,may,thu,4,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
301,56,entrepreneur,married,university.degree,no,yes,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
302,57,retired,married,basic.9y,no,no,no,cellular,aug,tue,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
303,24,admin.,single,high.school,unknown,yes,no,telephone,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
304,39,self-employed,married,university.degree,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
305,40,blue-collar,married,unknown,no,yes,yes,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
306,54,blue-collar,divorced,unknown,unknown,yes,no,telephone,jun,thu,3,999,0,nonexistent,1.4,94.465,-41.8,4.958,5228.1
307,25,admin.,single,university.degree,no,no,no,telephone,jun,wed,2,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
308,36,blue-collar,married,basic.9y,unknown,no,no,cellular,may,wed,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1
309,48,admin.,married,university.degree,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8
310,32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
311,48,admin.,married,university.degree,no,yes,yes,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
312,30,technician,married,university.degree,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
313,41,admin.,divorced,high.school,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
314,54,retired,divorced,basic.4y,unknown,yes,no,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
315,29,admin.,single,university.degree,no,yes,no,cellular,mar,mon,1,999,0,nonexistent,-1.8,93.369,-34.8,0.639,5008.7
316,28,blue-collar,single,high.school,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
317,30,admin.,married,university.degree,no,no,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
318,54,admin.,married,university.degree,no,yes,no,telephone,may,thu,3,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
319,33,entrepreneur,married,basic.9y,unknown,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
320,38,blue-collar,married,basic.9y,no,no,no,cellular,may,wed,1,11,1,success,-1.8,92.893,-46.2,1.281,5099.1
321,46,housemaid,divorced,basic.6y,no,yes,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1
322,38,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1
323,38,services,married,high.school,no,no,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
324,33,blue-collar,married,high.school,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
325,25,admin.,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
326,29,admin.,single,university.degree,unknown,yes,no,cellular,may,fri,10,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1
327,60,technician,married,professional.course,unknown,no,no,telephone,jul,tue,15,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
328,57,services,married,high.school,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1
329,36,admin.,single,university.degree,no,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
330,54,admin.,married,university.degree,no,no,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1
331,25,self-employed,single,university.degree,no,no,no,telephone,may,tue,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
332,41,entrepreneur,married,university.degree,no,no,no,telephone,may,wed,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
333,54,management,married,university.degree,no,yes,no,cellular,apr,tue,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1
334,39,blue-collar,divorced,basic.6y,unknown,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
335,55,entrepreneur,divorced,university.degree,unknown,no,no,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1
336,40,admin.,married,high.school,no,no,no,telephone,may,mon,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
337,43,unemployed,married,university.degree,unknown,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
338,81,retired,married,basic.4y,no,no,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1
339,43,technician,divorced,professional.course,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1
340,34,admin.,married,high.school,no,yes,no,cellular,jun,wed,1,6,2,success,-1.7,94.055,-39.8,0.704,4991.6
341,42,technician,married,high.school,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
342,30,services,married,basic.6y,no,no,no,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8
343,24,services,single,basic.9y,unknown,no,yes,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
344,51,unknown,married,unknown,unknown,yes,no,cellular,aug,fri,5,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
345,42,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,5,10,1,success,-1.8,92.893,-46.2,1.344,5099.1
346,51,self-employed,married,basic.4y,unknown,no,yes,telephone,may,wed,7,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
347,38,blue-collar,married,high.school,unknown,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
348,45,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,mon,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1
349,51,admin.,divorced,university.degree,unknown,no,no,telephone,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
350,44,admin.,married,university.degree,unknown,no,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0
351,52,technician,married,basic.9y,no,yes,no,cellular,nov,fri,1,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8
352,49,admin.,married,university.degree,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
353,49,technician,married,professional.course,no,yes,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0
354,52,unknown,married,basic.6y,no,no,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0
355,32,entrepreneur,married,university.degree,no,no,no,cellular,nov,thu,4,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8
356,27,services,married,high.school,no,no,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
357,44,admin.,divorced,high.school,no,yes,no,cellular,may,tue,8,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1
358,33,admin.,single,university.degree,no,no,no,cellular,may,wed,7,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1
359,30,services,married,basic.9y,no,no,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
360,32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1
361,36,blue-collar,married,professional.course,unknown,yes,yes,telephone,jun,tue,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
362,49,unemployed,married,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1
363,48,services,single,basic.4y,unknown,yes,yes,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1
364,48,technician,married,professional.course,no,yes,no,cellular,aug,fri,8,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
365,42,blue-collar,married,basic.4y,no,no,no,telephone,may,wed,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
366,28,admin.,married,high.school,no,yes,no,cellular,may,wed,3,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
367,52,management,married,university.degree,unknown,yes,yes,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1
368,23,management,single,university.degree,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
369,36,blue-collar,married,basic.6y,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0
370,43,admin.,divorced,university.degree,unknown,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
371,31,services,divorced,high.school,unknown,yes,no,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1
372,49,unemployed,married,basic.4y,no,yes,no,cellular,aug,wed,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1
373,36,blue-collar,married,basic.9y,no,yes,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1
374,47,management,divorced,basic.4y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0
375,31,technician,single,professional.course,no,unknown,unknown,cellular,aug,mon,7,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1
376,46,entrepreneur,married,professional.course,unknown,no,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1
377,54,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1
378,35,admin.,married,university.degree,no,no,no,cellular,may,thu,3,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1
379,37,admin.,divorced,high.school,no,no,no,telephone,may,thu,10,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0
380,44,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1
381,30,unemployed,married,high.school,no,no,no,cellular,may,mon,1,3,1,success,-1.8,92.893,-46.2,1.354,5099.1
382,33,admin.,single,high.school,no,yes,no,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1
383,57,services,divorced,unknown,no,no,no,cellular,may,fri,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1
384,39,admin.,single,unknown,no,no,yes,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
385,43,unemployed,married,basic.4y,no,no,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1
386,32,services,married,high.school,no,unknown,unknown,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0
